title,summary,time,tag,link
蝼蚁群羊,众人如蝼蚁群羊，呼而来，呼而往，没有话语权和思考力。他们向上层精英吮吸各种理念，来指导他们自己的生活。,24/09/2023 27/09/2023,个人观点,https://since1989.org/quotation/sheep.html
回春功,9月23日，中雨。 我在上海气功研究所三楼，跟随赵丹老师练习回春功。 记录几点心得。 第一式：六和求中 左右前后上下，动作后，身体中正。 第二式：意念青春 回忆青春美好，产生喜悦感，保持这份愉悦的感觉。 第三式：导气令和 抬手，过肩，抬脚后跟，合掌于头顶。垂肘，大拇指落到喉头，吸气，手掌放下，摊开，收于腿侧。 第四式：吐故纳新 脖子向前画圈，同时配合着肩膀完成画圈动作。腿部动作复杂。 我在做第四式的时候，肩膀啪啪响了几声，沉重感顿消，非常舒服。 赵老师气色很好，面色红润，可见确实有效果。 赵老师说前面三式分别是调身、调心、调息。 我反馈自己过往站桩的经历，赵老师推荐了孙磊老师。,23/09/2023 23/09/2023,冥想站桩,https://since1989.org/quotation/sheep.html
一个演讲高手的自我修养,9月20号，我在上海给一家制鞋企业讲课。紧接着第二天，我参加了全天的商业培训。嘉宾是浙江大学的褚良才教授，分享的主题是《孙子兵法与现代商战》。 两天下来，学习很多。 从一个授课者的视角，我有以下体会：目的、内容、听众 首先，讲课的目的要清晰，我所编写的内容，要服务于授课目的，企业想听什么，你就准备什么，否则勾不起听众的兴趣。 内容是两个维度的思考。课件PPT呈现的是内容，是静态的。讲师怎么讲，也是内容，是灵活的，现场发挥的。讲师用什么口语风格，极为重要。要用台下观众熟悉的词语，听得懂的话语体系。讲的接地气，用浅显的词语，反而是讲师有水平的体现。 听众的年龄、职业、学历、性别，需要讲课前调研。听众的困惑，要通过现场互动的方式，释放出来。有互动，才听得懂。 褚良才教授学问高深，讲课效果极好。我在现场观察，台下主要是企业员工，包括很多门店的店长，可能学历程度不高，但是有丰富的工作生活经验。褚教授平均每两页课件就会讲述一个故事，古代的，当代企业家的，知名人士的真实故事，让现场观众听得如痴如醉。褚良才教授表达特别口语化，幽默感强，比如把古代的宰相叫国务院总理，古代的小吏叫村支书，现场笑声不断。 褚良才教授教学数十年，功力深厚。 他在现场有很多其他方面的技巧。 作为一个演讲者，要注意到以下几个部分： 如何开场 如何收尾 如何调动现场气氛互动 如何体面高雅地说场面话感谢主办方。 这些环节都是对演讲者能力的考验。演讲者要关心的不止是内容交付一个层面。 演讲是重要的个人能力，大量的锻炼，才有感觉。 紧张是好事。适度的紧张，会刺激讲师更好地表现力。紧张的另一面是兴奋。 看人下菜谱，真实不虚。,23/09/2023,心理学,https://since1989.org/psychology/speaker.html
567 社畜饲料？预制菜终将无处可逃,最近，一些中小学校统一配餐引起的“预制菜进校园”问题，正在持续引发热议。家长们纷纷担心学校的统一配餐含有预制菜，长期食用会对学生的健康不利。 其实这些年预制菜早就渗透到社畜们的每一顿饭，早就无处可逃了。 目前料理包开始一步步蚕食外卖行业，据统计市面上大约60%的外卖是由商家通过料理包来完成的，因为料理包不需要厨师，低损耗，无明火，可预算，只需煮饭、摆盘、配菜，即可方便快速做出很快餐。 预制菜是对人类生活的解放，还是对人类尊严的践踏？这是至今争论不休的问题。 你怎么看？,18/09/2023 18/09/2023,新闻酸菜馆,https://since1989.org/psychology/speaker.html
566 闷声赚钱的商业江湖往事,2006年7月，侯延堂终于放心地奔赴加拿大。 此前，他凭借自己一手开发的网际快车，每月广告收入赚上万美元。他享受着一个独立开发者的自由，以及凭技术换来的财富美梦。 在出境前，他把软件卖给了ZCOM公司，成交金额达1000万，外加ZCOM的股票。2006年，首都北京职工平均月工资才三千块钱。 1998年，程序员侯延堂在一家台湾科技公司搞Windows软件开发。他在工作之余，做了一款下载软件，叫Flashget（网际快车）。 据熟悉侯延堂的前同事说，侯延堂平时喜欢在办公室穿一双布鞋，说话挺风趣的。 之所以卖掉软件，一个很重要的客观情况是，网际快车当时遭受了迅雷强烈的冲击，被迅雷追赶反超。 反超的原因，也挺让人无语。 网际快车长达一年多没有重大更新，错过了当时极为重要的P2P下载技术。不更新的原因，不是侯延堂个人能力落后了，而是他开始沉迷打《魔兽世界》游戏。 本期节目，我们聊了很多故事，它们是七零八零后们的青春记忆。很多名字，已经不被现在的年轻人所知晓。 我们也聊到了现在商业江湖中的一些赚钱故事，里面有MBTI心理测试、在线烧香、抓娃娃，他们闷声赚大钱，收割天真的公众。 命运的齿轮转转停停，谁也不知道某种选择，会对一个的人生路径造成怎样的影响。,11/09/2023 14/09/2023,新闻酸菜馆,https://since1989.org/podcast/old-money.html
565 热翻票圈的酱香拿铁Vs迷死老年人的小靳东,在互联网营销里，话题太重要了。 不管是红一天，还是热半天，只要能带来话题，你就赢了。 这期节目就聊聊近几天出圈的营销案例。 第一个就是今天热度爆表的酱香拿铁。（也许只热一天） 9月4日，瑞幸咖啡与贵州茅台推出的联名咖啡“酱香拿铁”正式上市，零售价38元/杯，使用相关优惠券后到手价约19元/杯。据介绍，酱香拿铁使用白酒风味厚奶（含53%vol贵州茅台酒） ，饮品酒精度低于0.5%vol，未成年人、孕妇、驾驶人员、酒精过敏者不建议饮用。 这美酒加咖啡的味道如何根本没人在乎了，大家都在忙着拍照发朋友圈。 以至于流行这么一个段子： 酱香拿铁下午茶拍照有人拼吗？ 酱香拿铁19.9元一杯，9个人每人AA 2元。 可举杯拍照，不能喝，轮流拍完后每人喝一口，我是发起者，我多喝两口 （有素质的来，偷喝的和恶意往拿铁吐痰的不会再合作） 这么火的咖啡里据说有多少茅台呢？2毫升。是不是不太多？更扎心的事实还在后面，它并不是在咖啡里倒了几滴茅台，而是加入了有24种原料和添加剂的“白酒风味厚奶”，白酒只占配方中的第七位。 所以茅台可以说用最低成本实现了最大的广告效应，成功地吸引了年轻人的注意。 所以产品本身好不好喝不重要，这策划绝对是一流的。 第二件事就是因为税收问题被封号的“中老年顶流网红”、“中老年妇女收割机”、“亳州小靳东”——秀才。 他在被封号之前，虽然有1200万粉丝，但是很多天天刷抖音的人都完全没有听说过他。就因为他的目标受众是非常精准的中老年女性。 他的新闻让人们关注到了这个专门为中老年人量身打造“偶像”的生产机制。秀才只是比较红的一个，类似于他这样的网红还有很多，比如针对老年男性群体的“一笑倾城”。 这些“网红”的粉丝对他们真情实感，据说他们一场PK收割了一省的养老金，甚至很多老人千里迢迢来于他们奔现。 你又怎么看待这些量身定做的“网红”呢？,04/09/2023 04/09/2023,新闻酸菜馆,https://since1989.org/podcast/old-money.html
564 不吹不黑，聊聊我的日本见闻,日本真是一个奇怪的地方！ 一千多年前，日本学习中国。 大唐盛世，光耀万国。一衣带水的岛国，视唐朝为更发达的文明，像谦卑的学生，派使者到大唐，带回先进文明的艺术、工艺技术，抄大唐的作业。鉴真东渡日本，被奉为国师。 两百多年前，日本学习西方。 先是学习荷兰，后来是明治维新，学习西方的工业技术，快速跻身现代化工业国家。 二战与美国是死对头，被美国扔了两颗原子弹，日本国民死伤无数。驻日美军有多起强奸日本女性事件。从1952年到2007年，驻日美军在日本所引发的事故和事件总计20万件，被卷入其中的日本人死亡人数为1076人。 这么可耻的国家近代历史，却不影响如今日本与美国的盟约关系，美日一家亲。 世界上的国家，终究要走向现代化。只不过走向现代化的方式，有两种：主动现代化，被动现代化。 被动现代化，意味着掌握着更先进科学技术的国家，会侵略你，占有你，同化你，让你被迫接轨现代文明体系。 日本显然在它的历史上，两次主动选择向更先进的文明学习。 它既在文化意识上处于儒家文化的影响圈，又在社会发展上吸收西方的自然科学，成为发达国家。 日本是个矛盾体。 二战后，德国向全世界道歉，德国总理向受难者纪念碑下跪。 日本的态度却是回避。 这个国家的民族性格缺少什么？ 日本明治大学的学者，近藤大介，他的观点是：日本缺少责任感、日本缺少年轻人的力量、日本民族缺少广阔的世界视野。 主播结合几次去日本的经历见闻，谈一谈这个矛盾、拧巴、孤独的国家。,28/08/2023 28/08/2023,新闻酸菜馆,https://since1989.org/podcast/japan-2.html
喧哗与躁动,声音在水里面是朝所有方向扩散的，你根本不知道声音的来源，它距离你有多远。当你在大海里，四面八方的声音涌向你的耳朵，特别嘈杂，特别恐怖。 今天，我就有这样的恐怖感。像是淹没在大海里，周围充满了喧哗与躁动。 喧哗：小作文满天飞 我搞不懂，为什么我们这个时代的人，那么凑巧，经常碰到百年不遇的大事件。我已经不相信概率学了。因为百年不遇的新闻发生太频繁了。洪水灾害啦，国际冲突啦，政治暗杀啦，金融战争啦，全来了。 早晨推送的是飞机失事的新闻，雇佣军的头子和高管被团灭了。 中午看到的是有人造谣高盛看空中国，建议卖出所有中国资产。此类消息很容易验证真伪，只是有门槛。英语的门槛、访问外网的门槛。 下午推送的是日本排放核废水的消息，央视全程直播，一些政治立场不正确的科普文章，被禁言。 这种阵势摆出来，明白人一看就懂怎么回事。有的人是天真的蠢，有的人是聪明的坏。要么你站队，要么你成为沉默的大多数。 躁动：未来去向何处 喧哗是表面的，每天的消息多的看不完，只要你想滑，你会继续滑到下一个。喧哗背后，是人心的躁动。 经济的下滑，惨淡的数据，失业的恐惧，生活的负担，不再期待的未来，让人躁动。像抢盐囤货的人，不单单是基于满足安全感，还是一种集体躁动的释放。 未来去向何处，没人知道。 我在本轮A股反弹的高位，卖掉了一部分持仓，现在就算是跌破3000点，我也不用在乎，伤不到几根毫毛。从目前的黄金价格、美元指数点位看，它们都还高高在上，说反转来了绝对是自欺欺人。 上周，李家坡的李显龙宣布退位了。年纪大了，本来早就要退下去的，他说因为疫情原因耽误了，他发表视频讲话，希望李家坡国民支持下一代leader团队。 深藏功与名。是个体面人～,24/08/2023,心理学,https://since1989.org/podcast/japan-2.html
563 中国好声音的傲慢和郑州桥洞诗的涂白,有人说，悲剧是把美好的东西毁灭给人看，今天要聊的两件事就事如此。 一件事是关于李玟coco的。 她因为抑郁症而于不久前自杀，但是她生前一段长达9分钟的录音却被放出，哭诉去年在《中国好声音》录制过程中遭遇到不公平的待遇。 另外一件事，是关于郑州桥洞下的一首题壁诗。 这是一首思念妈妈的诗，被网友盛赞为“郑州最美桥洞诗”，节目中你将听到王掌柜的深情朗诵。 如今这首诗被涂上一片白漆。很中国。 图片可以访问公众号酸菜馆播客。,22/08/2023 22/08/2023,新闻酸菜馆,https://since1989.org/podcast/230821bridgepoem.html
顾客在“视频面试”你的品牌,如今的顾客是面试官，在视频面试你的品牌。 过去，品牌方抱怨顾客的注意力时间短，争取顾客的注意力，要花很多钱，也沟通不了多少信息。所以，品牌的slogan很重要，产品卖点的提炼很重要。因为一张品牌海报，一条微博，承载的信息太少，而且感受不到温度。 现在的短视频媒介时代，顾客来了，停留了，等待你的表演。你其实有很多时间跟顾客沟通。你不再是过去的15秒TVC广告，而是一对一地高效的沟通。 但是，你能抓住这次被顾客面试的机会吗？ 你要说什么话？对方会有兴趣？如果有兴趣，顾客就不会滑走，而且会看很久，非常有耐心。 你不必担心你的产品卖点多到说不完，只要你学会说的方式。,21/08/2023 21/08/2023,品牌,https://since1989.org/podcast/230821bridgepoem.html
中国人的“总统大选”,复旦大学王老师在他的《美国反对美国》介绍了他观察到的美国总统选举机制。美国两党没有明确的进出机制，没有各级组织，甚至一个人可以声称他属于美国的某个党。 他参加了美国地方的选举活动，认为某个人当了美国总统，意味着他的团队就会论功行赏，分官分权，有巨大的利益回报。 我猛然想到，中国内地的娱乐产业，在机制上跟美国总统选举有很多相似之处。 明星在各地有他们的粉丝群，粉丝群有管理者，叫“粉头”。粉头的权力是很大的，粉头们管理一个个粉丝，向粉丝们传递明星的最新情况，明星代言了什么产品，号召粉丝们买偶像代言的产品、偶像的周边商品，支持心爱的偶像。 粉丝们也是自由地流动。粉转黑、路转粉，都很常见。 “粉头”和偶像的关系，很类似总统候选人跟地方党派组织者的关系。双方的利益是绑定在一起的。偶像的商业价值高了，粉头的利益回报也高。 偶像们竞争粉丝数量，就像总统候选人争取地方选票。 为了赢得选票，这些人当然会有自己的人设。 偶像们有了丑闻，商业价值就会有巨大损失。 谁来跟粉丝们沟通呢？偶像不会也不可能与粉丝直接沟通，那么粉头们再次发挥作用，向粉丝们解释偶像受到了不公正的待遇，被恶意攻击，你们一定要继续坚持idol啊！ 原来我们早就体验了美国人的选举制度啊！,21/08/2023 21/08/2023,politics,https://since1989.org/politics/idol-election.html
562 真实诈骗故事，最后一个细思极恐,闲聊电影“孤注一掷”，一些经典的诈骗设局故事，以及主播亲身经历的被骗往事。 公众号：酸菜馆播客,14/08/2023 14/08/2023,新闻酸菜馆,https://since1989.org/politics/idol-election.html
561 00后都敢掀桌了，深夜领导来电你敢不接吗？,这几天，一段录音火了！ 录音中，一名男性员工要求周末按照劳动法正常休息，但一位女性领导不仅表示拒绝，还对加班费的要求嗤之以鼻，并威胁会进一步给他降薪，最后发现被录音上演抢手机大战…… 作为资深社畜，对这位年轻人敢于掀桌的精神十分佩服。工作越久，越不敢说不，只能靠“00后整顿职场”了。 当然，能找到一份既能养家糊口，安身立命，又有足够的使命感和存在感的工作，可能才是最幸福的事。,08/08/2023 08/08/2023,新闻酸菜馆,https://since1989.org/podcast/230808zcwa.html
《孙子兵法》里的道天地将法,“道”是品牌与顾客达成共鸣。顾客有需要解决的某项任务，来取得生活中的进步。品牌提供了差异化的价值，帮助顾客更好地完成他的任务，因而成为顾客心智中的首选。如果没有这种共鸣，顾客就没有选择这个品牌的理由。 “天”是无形的要素。企业作为一个个市场主体，处在特定的社会环境中。无形的要素，包含了当下社会中的流行趋势、社会群体中共识的文化意识、国家政策环境、科技发展现状等。有些社会趋势，企业是可以去主动创造的。星巴克进入中国市场之前，中国消费者并没有广泛形成喝咖啡的习惯。星巴克把门店开在高势能一线城市，让喝咖啡成为一种时尚的选择。北纬47是一家东北农产品企业，生产优质玉米。“主食吃粗粮，就选北纬47”广告在央视频道密集投放，引导消费者在吃粗粮的时候，首先想到北纬47，也顺应了当下国人注重健康饮食的趋势。 “地”是有形的要素。企业的办公场所、仓储物流、工厂供应链、门店渠道，可归为此类。 “将”是高管团队。古代打仗，将领服务于君主，治国平天下，有强烈的荣誉感与归属感。现代社会，企业团队有创始人，有职业经理人，有各种分公司，如何上下同欲，一致对外，大有讲究。 “法”是公司的运营管理与资源分配。如果规章制度不健全，公司就走不远、做不大。如果没有营销费用，市场活动目标也难以达成。在古代，兵马未动，粮草先行。企业的军火费要充足。,01/08/2023 01/08/2023,品牌,https://since1989.org/podcast/230808zcwa.html
560 刀郎新歌的影射和聊斋微恐故事,从刀郎《罗刹海市》聊起 推荐歌单： 万能青年旅店：《十万嬉皮》 吴吞：《一万个名字》 李志 王喂马：《骏马谣》 推荐《聊斋志异》短篇：《耳中人》、《野狗子》 推荐书单： 《阅微草堂笔记》《搜神记》《酉阳杂俎》《子不语》 公众号：酸菜馆播客 主播微信：stevewzg,31/07/2023 31/07/2023,新闻酸菜馆,https://since1989.org/podcast/ghost-story-china.html
杀妖,（一） 我与三只女妖缠斗。 使用的武器是剑。 我跃然上到树梢，俯身猛击刺向女妖。 （二） 我与小宝在田埂间奔跑追逐嘻笑。 （三） 我在留学考场，一怒之下离场，考得不好也无所谓，再也不想承受这种潜意识循环的折磨。,30/07/2023 30/07/2023,梦,https://since1989.org/podcast/ghost-story-china.html
559 白富美爱上穷小子，为何让观众生理不适,《我的人间烟火》被史上罕见的全网群嘲，无论是男主的油端装，还是女主的白眼狼，都被嘲出了花。 但今天我们要吐槽的不是演员的演技，而是为什么观众（就是咱们老百姓）不愿意接受这种白富美死活要嫁穷小子的狗血设定了？ 是嫌贫爱富？是慕权慕钱？是趋利避害？ 其实是观众更人间清醒，看清现实了！ 放着豪车不开，非要大冬天去骑自行车再去挤地铁，快迟到了只能撒丫子狂奔？ 放着大平层不住，非要去挤男友舅舅家的小房间，隔音不好还要为爱鼓掌？ 这届网友不好骗了，把三年后的日子都想好了：女主单位发的米，男主食堂剩的包子，凑在一起做个早餐，还要被男主数落太浪费…… 这不是恶意想象，这就是很多人都经历过的现实。 网友的价值观已经变了——没有物质谈什么爱情不光是恋爱脑，那是蠢！ 有评论说得好：这是人民日益增长的精神文化需求和影视幕后依旧落后的审美之间的巨大矛盾。 价值观已经深刻改变的还不仅于此： 我们不愿意再歌颂苦难， 我们不愿意再赞美吃苦， 我们反感受苦就是磨炼。 观众的命也是命，别拿屎喂我们。 公众号：酸菜馆播客,24/07/2023 24/07/2023,新闻酸菜馆,https://since1989.org/podcast/230723lianainao.html
558 这些新词把我整懵了,互联网新词出现地太快了！ 两位主播就把最近出现的几个热门词，逐个聊了聊。有的词充满幽默感，有的词带有攻击性。不管咋说吧，新词的出现，至少说明它们戳中了某些现实的东西，和一些人的心底产生了共鸣，你不妨听听看。 #厌童# 从2012年韩国第一家“禁止儿童进入”的餐厅诞生起，11年时间里，500多家餐厅、咖啡馆立起了“no kids“的标志牌，拒绝孩子及其家长进入。 在中文社交平台上，关于熊孩子的吐槽越积越多，呼吁设置儿童专属车厢、专属影厅、专属餐厅等的呼声也越来越高，设立“无儿童区”的声量也越来越大。 #厌中# 有旅客在社交平台上发帖，称北京市内多家青旅拒绝接待35岁以上的“中年人”。该旅客称，青旅老板说年龄大的上下床不安全容易出事。 “不接待35岁以上顾客的原因很多，主要是年龄大了生活习惯不一样，不方便管理。”（来源：中国新闻网） #白人饭# 小红书等社交媒体最近出现了一种新的流行事物，或者说食物，“白人饭”。简单说，就是像白人们糊弄午餐一样，用最潦草的方式简单组装生食，主打一个省事——两根胡萝卜，几片菜叶子，就是一顿低卡减脂主打饿不死的“白人饭”。（来源：凤凰网） #多巴胺穿搭# 多巴胺穿搭是指在服装设计中加入明亮、鲜艳的颜色，让人们感到愉快、兴奋、积极的服装风格。这种风格追求自由、个性，展现快乐的一面，而且在炎热的夏日，它也让人们感到清凉舒适。 如果丁丁是多巴胺穿搭，那么王掌柜就是内啡肽穿搭。衣服极不明亮鲜艳，在人群中最不显眼的配色。 多巴胺和内啡肽，一种是快乐的快感，一种是痛苦的快感。喜欢吃辣获得的快感，就是内啡肽快感的一种。 我们还在节目中聊到了其他词，你能猜到它们是什么意思吗？ 1、中国纽约 2、haha together 3、打卤馕 4、欧洲凉菜 公众号：酸菜馆播客,17/07/2023 17/07/2023,新闻酸菜馆,https://since1989.org/podcast/230723lianainao.html
557 知乎用户忙删帖，广州市民开轮椅，私搭浮桥蹲监狱,上周的新闻热点很多，今天要聊的三个话题rt。 1、7月7日，知乎宣布将下线“匿名功能”，用户将不能匿名创建问题或匿名发布内容。知乎表示，作为社区早期的产品机制，匿名功能的上线初衷是建立在用户开放讨论、友善互动的基础之上的，但随着互联网沟通环境日益复杂，为保障社区内的良性讨论，知乎已在最新版本App中完成了匿名功能下线的开发，并于近期提交各大应用商店审核，预计7月14日上线各大应用商店，匿名功能将在新旧版本App端及PC端正式下线。届时，“匿名发布”入口将会取消，用户将不能匿名创建问题或匿名发布内容。对于历史匿名内容，用户可自主选择是否将其转为实名。 知乎近期最有名的匿名“瞎编”事件，莫过于1888万彩礼事件。一位匿名用户在知乎上发帖称遭遇天价彩礼要求，引发了网友的讨论。后来，该帖子被证实是虚假的，知乎对发布者进行了永久封禁。 取消匿名后会带来什么影响呢？有人说：导致知乎平均年薪降低了90%。 取消匿名后，你还会去知乎发帖吗？ 2、电动车新规实施，电动轮椅火了。 自电动车新规出台后，广州竟出现了坐电动轮椅上下班的年轻人。仔细了解了一下，原来是电动车新国标实施后，许多年轻人为了出行方便，考虑到电动轮椅相比于传统的电动车，不需要考证，不需要戴头盔，更不会受到电动车新规的束缚，不用限行。而且电动轮椅可以折叠，具有良好的便携性，也能轻松应对多种复杂路况。再从驾驶体验上来说，电动轮椅比电动车坐得更舒服。轮椅上还装置了安全带、防后倾轮等配件，安全性也比电动车要高。关键是电动轮椅的驾驶方式也非常简单，仅需一根摇杆就能控制轮椅的行驶方向，无论是高龄老人还是小孩都能轻松上手。这么一琢磨，也难怪会有那么多年轻人选择用电动轮椅代步了：既绕过了电动车禁令，又减少了体力消耗，一举两得。 广州听众来说说，是不是真的有人坐轮椅上班？ 3、村民一家18口因搭桥收费被判寻衅滋事 近日，“吉林洮南私搭浮桥，因收费村民一家18口被判寻衅滋事”一案引发社会关注。搭桥的当事人说：“在我没修桥之前，我就是当老师的，我就是了解情况，淹死22个人，包括我的学生，我的同学，还有我的表舅，我要是没有这个桥，我儿子种地就过不去，我必须得张罗这个事儿，我说我交钱能不能不拆桥给国家呢？能不能不拆?能过河就行。我说这方没水，以后还得来水呢，不行就得拆。桥拆完以后呢又淹死13个……我非常想回去教学，教了30多年了，我非常热爱教育事业。” 罗翔老师写了一篇《私造浮桥，有罪吗？》 所以你认为他有罪吗？ 公众号：酸菜馆播客,11/07/2023 11/07/2023,新闻酸菜馆,https://since1989.org/podcast/230710fuqiao.html
【访谈系列】抑郁症与都市心理困扰,歌星李玟的突然自杀离世，让很多人都不敢相信这是真的！她给每个人的感觉都是阳光、温暖、永远的微笑脸，怎么会想不开，离开成千上万喜欢她的歌迷和深爱她的家人呢？抑郁症这个词再次成为大家关注的焦点—— 为什么看起来快乐的人并不是真的快乐呢？ 如果我也是这样的人该怎么找到出路呢？ 如果我身边的朋友也有抑郁的倾向又该怎么帮助TA呢？ 5年前，酸菜馆节目曾经专访过一位心理咨询师叶子老师，详细解释了关于抑郁症的方方面面，今天再把这期节目推送给大家，希望能够解答心中的疑问。 首次上线时间：2018年4月22日,07/07/2023 07/07/2023,新闻酸菜馆,https://since1989.org/podcast/230710fuqiao.html
556 奢侈品瞄上穷人钱包,1 五月的时候，我去逛了成都太古里的LV门店。LV租了一大片民国建筑，建筑里面改造成了LV私厨餐厅，前厅是LV书店。几百块一本的LV城市指南。LV店员很热情地介绍成都有哪些好吃的好逛的，店员小姐姐背的是LV帆布包，不对外销售。 2 七月，上海的LV跟三家咖啡店合作，搞了营销活动。买书满额送LV帆布包，也就是小红书里晒的那种580块的帆布包。大热天的，好多人排队去抢。 3 南方都市报发文，讽刺排队的人群“又蠢又穷又虚荣”。毕竟去掉那个LOGO，帆布袋只值十块钱。何必呢。 4 如今国内的官媒，吃软饭的多，有骨气的少。老百姓的疾苦他们看不见，社会不公也不敢报道。遇上奢侈品相关的事件，没啥政治风险，又能站在道德高点，批判一番，舒服惬意。骂就骂吧，可以理解。 5 经济不好，很多人失业裁员，房子断供，求职无门，压力巨大。跑网约车的多了，送外卖的多了，生活不易。碰到社会阶层贫富差异的事情，格外上头。 6 如果买两本书送LV帆布袋，大几百块钱，贵了，排队抢，要骂，那我不太理解的是，还有比袋子更贵的呢？ 7 去年两月份，国内疫情仍然严峻。冰墩墩炒作火了，一个塑料玩偶，炒到一两千块钱买不到，没见媒体骂。上海迪士尼玲娜贝儿布偶玩具，炒到三千多块钱，只有惊叹，没有批判。去年的经济何止是不景气，去年由于众所周知的原因，死了很多人，医疗物资都抢不到。 8 中国是全球奢侈品牌的大市场，贡献颇丰。最近几年，奢侈品牌的一个趋势，就是讨好年轻人。产品设计年轻化、营销方式年轻化。既要赚老钱，也要赚新钱。 9 穷人和富人的一个思维区别，穷人买消费品，富人买资产。富人的钱是花不完的，因为富人的资产在不断增值，资产生钱。 10 愚蠢和贫穷，是原罪，虚荣不是。人皆有虚荣之心。而且虚荣与否，也要基于各自的阶层身份。拿时间换工资的人觉得去吃黑珍珠米其林虚荣，有钱人觉得只是去自家楼下随便吃个饭。 11 韩国电影《寄生虫》的男主角不明白，为什么他的雇主太太，有钱，漂亮，还善良。有钱人不都是肮脏的吗？没有同情心的吗？ 12 愿我们都能变得“又聪明又有钱又善良”。,03/07/2023 03/07/2023,新闻酸菜馆,https://since1989.org/podcast/lv.html
555 从泰坦号到赛龙舟，有钱人的运动我们不配,本期话题：谁能想到，百年后铁达尼号遇难人数又增加5人！在海底发现的“泰坦”号深潜器尾椎距离“泰坦尼克”号残骸不足500米。此外，搜救人员之前探测到的“水下噪音”与“泰坦”号深潜器残骸无关。一张船票高达25万美元，5个人都是顶级富豪，最后却命丧海底。有认说：果然没钱最安全……再说说广东的赛龙舟。你知道全中国最低调的贵族，都在划龙舟吗？你知道中国“含金量”最高的竞技体育，是赛龙舟吗？你知道赛龙舟又被叫做房东运动会吗？网传房东们训练期间餐饮费加起来，又得40万起步。龙舟队的服装、旗帜、救生衣、保险等杂项，也要30多万。请国家队教练一天1200，一个月起聘。龙舟保养、船员补贴，加起来得65万。一生要强的广东人，办场龙舟赛的花销动辄就要一两百万。你想去扒（pá）龙船吗？不好意思，你不配。就算想骑个自行车，也变成了“中产运动三件套”之一，想加入“骑行圈”，头盔、手套、锁鞋、紧身骑行服、专业的码表、以及昂贵的碳纤维车架自不用说，10万身价的自行车也是基操而已。突然感觉广场舞变得好亲切，毕竟它不卷装备！ 公众号：酸菜馆播客,25/06/2023 25/06/2023,新闻酸菜馆,https://since1989.org/podcast/lv.html
554 他像风一样自由,1、社会热点的保质期，越来越短了。比你在便利店买的面包保质期还要短。 2、佛经里一个比喻。世尊说，人生就像是大海里漂起的泡沫。这个比喻太有画面感了。虽然很早就听过“凡所有相，皆是虚妄”这样的警语，但是一想到人生确实如幻不真，归于平寂，心里不免感伤。 3、罗曼罗兰的名言，真正的勇士就是在认清了生活的真相后，依然热爱生活，确是一种积极的勇士的行为。 4、所以看到一个梅西的球迷，冲走球场，他像风一样自由。18岁的北京小伙，面对的网上舆论，反倒多了些温柔与宽容。 5、网民似乎不只是批评他不尊重球场规则，更多人是表达了对追风少年的一种注目。小伙子被四五个球场保安架着手脚，抬出场外，开怀大笑。 6、那些淋着雨漫步的人，让周围打伞的人看起来像个笑话。 7、我们短暂的一生，究竟是出于个人意愿，过自己追求的生活了，还是活成了自己讨厌的模样？ 8、拘束、不自由、按部就班，循规蹈矩，年纪越大，胆子越小了。 9、张雪峰说高考志愿不要填新闻类专业，闭着眼睛选都比新闻专业强。重庆大学新闻学教授不爽了，反驳说新闻专业能文能武，就业范围广。 10、五十年前的三百六十行，行行出状元，现在还有的行业估计不多了。正在大学的你，未来当饭碗的行业，很可能现在还没诞生呢。 11、应届生求职看大学和专业，后面跳槽看工作背景和管理经验，30岁后就看你能带来的资源了。人脉变现、资源变现。 12、人生是线性的，人生是一次性的游戏，人生是一个个决策，因果相序。 13、不管生活的真相如何，过好每一天吧！愿你像风一样自由。,19/06/2023 02/07/2023,新闻酸菜馆,https://since1989.org/podcast/free-like-wind.html
553 “小仙女”的词义是怎么崩塌的,1、四川大学女研究生网暴“自证未偷拍”的地铁大叔 2、高考作文竟然AI写得更好 3、一亿元和清华录取通知书，你选哪个？ 公众号：酸菜馆播客,12/06/2023 12/06/2023,新闻酸菜馆,https://since1989.org/podcast/free-like-wind.html
偷的快乐,今早7点多我去洋泾滨江跑步，撞见一对中年夫妻，停着电动车，拿着园艺刀具，偷江边小路上，树上的果子，两人很兴奋，彼此都尝到了偷的快感。他们说袋子小了，明天会再来。哈利路亚～,11/06/2023 11/06/2023,心理学,https://since1989.org/psychology/huangpu-river-couple.html
【行业揭秘系列】我是法医（下）,昨天听的怎么样？看评论很大家一边听得想吐一边催“下期快来”—— 这 就 来 咯！ 更重口味的在这里！！ 你将听到： 怎样通过胃糜判断死亡时间？ 为什么提取精斑是世界难题？ 医学院的尸体都是哪里来的？ 如何提取和破坏某人的DNA？ 解读辛普森杀妻和南大碎尸案 对想当法医的同学的一些忠告…… （本期节目首次上线于2014年6月2日）,09/06/2023 09/06/2023,新闻酸菜馆,https://since1989.org/psychology/huangpu-river-couple.html
